ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2020-0043,1,2020-09-30,2020,9,30,,1970-01-01 00:00:00.000000017,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.","902, Avenida Leandro N. Alem, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1001AAS, Argentina",PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0044,1,2020-10-05,2020,10,5,,1970-01-01 00:00:00.000000000,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,"2, Avenida Juan Bautista Alberdi, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424BYN, Argentina",INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO
2020-0045,1,2020-10-19,2020,10,19,,1970-01-01 00:00:00.000000003,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Barrio Sarmiento, Villa Celina, Partido de La Matanza, Buenos Aires, C1439FPF, Argentina",27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS
2020-0046,1,2020-10-27,2020,10,27,,1970-01-01 00:00:00.000000021,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"2902, Adolfo P. Carranza, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1417CUN, Argentina","CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO
2020-0047,1,2020-10-27,2020,10,27,,1970-01-01 00:00:00.000000014,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,"Teniente General Luís Dellepiane, Flores, Buenos Aires, Distrito del Deporte, Comuna 7, Ciudad Autónoma de Buenos Aires, C1407, Argentina",LACARRA AV.,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS
2020-0048,1,2020-10-29,2020,10,29,,1970-01-01 00:00:00.000000020,DORREGO AV. 614,AVENIDA,DORREGO AV.,614.0,"MG, Dorrego, Chacarita, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414ALN, Argentina",DORREGO AV. 614,15,-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0049,1,2020-10-30,2020,10,30,,1970-01-01 00:00:00.000000020,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"Avenida Maipú, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1006AAD, Argentina","RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO
2020-0050,1,2020-11-01,2020,11,1,,1970-01-01 00:00:00.000000022,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,"2702, Godoy Cruz, Palermo Pacífico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FQJ, Argentina",GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO
2020-0051,1,2020-11-05,2020,11,5,,1970-01-01 00:00:00.000000000,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,"400, Mercedes, Floresta, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DYH, Argentina",MERCEDES,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO
2020-0052,1,2020-11-07,2020,11,7,,1970-01-01 00:00:00.000000006,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,"2700, Tucumán, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1028, Argentina",PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS
2020-0053,1,2020-11-09,2020,11,9,,1970-01-01 00:00:00.000000003,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","800, Alberto Einstein, Nueva Pompeya, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO
2020-0054,1,2020-11-19,2020,11,19,,1970-01-01 00:00:00.000000009,INCLAN Y ALBERTI,CALLE,INCLAN,"2502, Inclán, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1249, Argentina",ALBERTI,INCLAN y ALBERTI,4,-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO
2020-0055,1,2020-11-19,2020,11,19,,1970-01-01 00:00:00.000000012,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,5437.0,"Comisaría Vecinal 12-B, 5437, Avenida Olazábal, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431DOD, Argentina",OLAZABAL AV. 5437,12,-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS
2020-0056,1,2020-11-21,2020,11,21,,1970-01-01 00:00:00.000000013,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","Avenida Coronel Roca, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1772, Argentina","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS
2020-0057,1,2020-11-23,2020,11,23,,1970-01-01 00:00:00.000000007,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"2902, Luis Viale, Villa Santa Rita, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416DLP, Argentina","VIALE, LUIS","NAZCA AV. y VIALE, LUIS",11,-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO
2020-0058,1,2020-11-24,2020,11,24,,1970-01-01 00:00:00.000000016,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"4300, Coronel Ramón Lorenzo Falcón, Vélez Sarsfield, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DYW, Argentina","FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO
2020-0059,1,2020-12-01,2020,12,1,,1970-01-01 00:00:00.000000006,BRASIL 1100,CALLE,BRASIL,1100.0,"1, General Hornos, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1138, Argentina",BRASIL 1100,1,-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0060,1,2020-12-03,2020,12,3,,1970-01-01 00:00:00.000000020,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"2001, Homero, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina","PERON, EVA AV.","HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO
2020-0061,1,2020-12-03,2020,12,3,,1970-01-01 00:00:00.000000014,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","Puente Ángel Labruna, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1424BCL, Argentina","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS
2020-0062,1,2020-12-04,2020,12,4,,1970-01-01 00:00:00.000000017,MORENO 1845,CALLE,MORENO,1845.0,"1843, Moreno, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1079ABD, Argentina",MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2020-0063,2,2020-12-05,2020,12,5,,1970-01-01 00:00:00.000000007,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,"5297, Nueva York, Villa Devoto, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, B1674AOA, Argentina",ALTA GRACIA,NUEVA YORK y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
2020-0065,1,2020-12-05,2020,12,5,,1970-01-01 00:00:00.000000016,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DAK, Argentina","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO
2020-0066,1,2020-12-07,2020,12,7,,1970-01-01 00:00:00.000000004,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,"Autopista Perito Moreno, Villa Luro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DZF, Argentina","Autopista Perito Moreno, Villa Luro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DZF, Argentina",AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0067,1,2020-12-11,2020,12,11,,1970-01-01 00:00:00.000000022,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,"1301, Avenida Intendente Francisco Rabanal, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina",BEAZLEY,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0068,1,2020-12-12,2020,12,12,,1970-01-01 00:00:00.000000020,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,DEL LIBERTADOR AV.,"1701, Avenida Del Libertador, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425AAR, Argentina",AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO
2020-0069,1,2020-12-15,2020,12,15,,1970-01-01 00:00:00.000000005,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,INDEPENDENCIA AV.,"800, Presidente Luis Sáenz Peña, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1110, Argentina","SAENZ PE?A, LUIS, PRES.","INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS
2020-0070,1,2020-12-17,2020,12,17,,1970-01-01 00:00:00.000000015,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,CALLAO AV.,"1499, Avenida Callao, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1012AAZ, Argentina","LAS HERAS, GENERAL","CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0071,1,2020-12-17,2020,12,17,,1970-01-01 00:00:00.000000023,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,"402, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406EZN, Argentina",DIRECTORIO AV.,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO
2020-0072,1,2020-12-19,2020,12,19,,1970-01-01 00:00:00.000000003,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,JUJUY AV.,"2702, Carlos Calvo, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1225AAV, Argentina","CALVO, CARLOS","JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO
2020-0073,1,2020-12-20,2020,12,20,,1970-01-01 00:00:00.000000007,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,27 DE FEBRERO AV.,"Avenida Escalada, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439JCA, Argentina",ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2020-0074,1,2020-12-20,2020,12,20,,1970-01-01 00:00:00.000000021,BOGOTA Y NAZCA AV.,AVENIDA,BOGOTA,"2900, Bogotá, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406AJC, Argentina",NAZCA AV.,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO
2020-0075,1,2020-12-23,2020,12,23,,1970-01-01 00:00:00.000000014,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,CORRIENTES AV.,"1102, Avenida Corrientes, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAY, Argentina",9 DE JULIO AV.,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS
2020-0076,1,2020-12-24,2020,12,24,,1970-01-01 00:00:00.000000012,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,ALVAREZ JONTE AV.,"4002, Álvarez Jonte, Monte Castro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407GPO, Argentina",CHIVILCOY,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS
2020-0077,2,2020-12-25,2020,12,25,,1970-01-01 00:00:00.000000006,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,SAN MARTIN AV.,"3500, Avenida San Martín, La Carbonilla, La Paternal, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1416BQL, Argentina",PUNTA ARENAS,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO
2020-0078,1,2020-12-25,2020,12,25,,1970-01-01 00:00:00.000000005,BARCO CENTENERA DEL 1118,CALLE,BARCO CENTENERA DEL,1118.0,"782, Estrada, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1424CIS, Argentina",BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2020-0079,1,2020-12-27,2020,12,27,,1970-01-01 00:00:00.000000004,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430DAK, Argentina","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0001,1,2021-01-06,2021,1,6,,1970-01-01 00:00:00.000000018,AU FRONDIZI KM. 3,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"1099, Avenida Juan de Garay, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1138, Argentina","1099, Avenida Juan de Garay, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1138, Argentina",AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO
2021-0002,1,2021-01-07,2021,1,7,,1970-01-01 00:00:00.000000010,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,"CASTRO, EMILIO AV.","1100, Murguiondo, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, 0000, Argentina",MURGUIONDO,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS
2021-0003,1,2021-01-10,2021,1,10,,1970-01-01 00:00:00.000000007,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,AUTOPISTA 25 DE MAYO,"Metrobús 25 de Mayo, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1424BDV, Argentina","Metrobús 25 de Mayo, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1424BDV, Argentina",AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0004,1,2021-01-11,2021,1,11,,1970-01-01 00:00:00.000000009,CASEROS AV. Y GUARANI,AVENIDA,CASEROS AV.,"3552, Avenida Caseros, Nueva Pompeya, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1263AAE, Argentina",GUARANI,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS
2021-0005,1,2021-01-11,2021,1,11,,1970-01-01 00:00:00.000000021,"PERON, EVA AV. 3800",AVENIDA,"PERON, EVA AV.",3800.0,"1514, Martínez Castro, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1406EZN, Argentina","PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO
2021-0006,1,2021-01-12,2021,1,12,,1970-01-01 00:00:00.000000021,AU ILLIA y SARMIENTO AV.,AUTOPISTA,AUTOPISTA ARTURO ILLIA,"Avenida Sarmiento, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1426COA, Argentina",SARMIENTO AV.,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS
2021-0007,1,2021-01-18,2021,1,18,,1970-01-01 00:00:00.000000010,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,DE LOS CONSTITUYENTES AV.,"3900, Avenida de los Constituyentes, Agronomía, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1431EGH, Argentina",GIRIBONE,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO
2021-0008,1,2021-01-22,2021,1,22,,1970-01-01 00:00:00.000000023,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,SAENZ AV.,"1301, Avenida Intendente Francisco Rabanal, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina","RABANAL, FRANCISCO, INTENDENTE AV.","SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS
2021-0009,1,2021-01-23,2021,1,23,,1970-01-01 00:00:00.000000005,PAYSANDU Y GAONA,AVENIDA,PAYSANDU,"1802, Avenida Gaona, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1416DRS, Argentina",GAONA AV.,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0010,1,2021-01-23,2021,1,23,,1970-01-01 00:00:00.000000008,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",GRAL PAZ,"PAZ, GRAL. AV.","Avenida Doctor Ricardo Balbín, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, B1603, Argentina","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-AUTO,MOTO,AUTO
2021-0011,1,2021-01-27,2021,1,27,,1970-01-01 00:00:00.000000001,SANTA FE AV. 1675,AVENIDA,SANTA FE AV.,1675.0,"Carla Danielli, Avenida Santa Fe, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1060ABC, Argentina",SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO
2021-0012,1,2021-01-29,2021,1,29,,1970-01-01 00:00:00.000000020,AU DELLEPIANE Y GUAMINI,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.","6600, Teniente General Luís Dellepiane, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439EAG, Argentina",GUAMINI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO
2021-0013,1,2021-01-31,2021,1,31,,1970-01-01 00:00:00.000000006,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,"FALCON, RAMON L.,CNEL.","4300, Coronel Ramón Lorenzo Falcón, Vélez Sarsfield, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DYW, Argentina",OLIVERA AV.,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0014,1,2021-02-02,2021,2,2,,1970-01-01 00:00:00.000000000,SAN MARTIN AV. Y NOGOYA,AVENIDA,SAN MARTIN AV.,"Metrobús San Martín, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1419HTH, Argentina",NOGOYA,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO
2021-0015,1,2021-02-06,2021,2,6,,1970-01-01 00:00:00.000000003,SAN MARTIN AV. Y TINOGASTA,AVENIDA,SAN MARTIN AV.,"2699, Tinogasta, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1417, Argentina",TINOGASTA,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.5972499,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0016,1,2021-02-14,2021,2,14,,1970-01-01 00:00:00.000000005,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","Oliden, Barrio Savio, Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1439, Argentina","DE LA TORRE, LISANDRO","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2021-0017,1,2021-02-17,2021,2,17,,1970-01-01 00:00:00.000000004,SALTA Y CASEROS AV.,AVENIDA,SALTA,"Salta, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1283AAN, Argentina",CASEROS AV.,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS
2021-0018,1,2021-02-20,2021,2,20,,1970-01-01 00:00:00.000000019,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"JAURES, JEAN","3101, Teniente General Juan Domingo Perón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1213, Argentina","PERON, JUAN DOMINGO, TTE. GENERAL","JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO
2021-0019,1,2021-02-21,2021,2,21,,1970-01-01 00:00:00.000000001,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,TRIUNVIRATO AV.,"5399, Crisólogo Larralde, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1431AJI, Argentina","LARRALDE, CRISOLOGO AV.","TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0020,1,2021-02-21,2021,2,21,,1970-01-01 00:00:00.000000015,POTOSI Y GASCON,CALLE,POTOSI,"399, Gascón, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1181ACH, Argentina",GASCON,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS
2021-0021,1,2021-02-26,2021,2,26,,1970-01-01 00:00:00.000000005,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,"YRIGOYEN, HIPOLITO","3201, Hipólito Yrigoyen, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1208ABN, Argentina",24 DE NOVIEMBRE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2021-0022,1,2021-02-28,2021,2,28,,1970-01-01 00:00:00.000000012,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,DEL LIBERTADOR AV.,"6499, Avenida Del Libertador, Barrio River, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ABC, Argentina",ROOSEVELT FRANKLIN D.,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD
2021-0023,1,2021-03-01,2021,3,1,,1970-01-01 00:00:00.000000009,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,,4,,,MOTO-CARGAS,MOTO,CARGAS
2021-0024,1,2021-03-03,2021,3,3,,1970-01-01 00:00:00.000000016,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,"PERON, EVA AV.","3101, Avenida Piedra Buena, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439GVN, Argentina",PIEDRA BUENA AV.,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS
